id,latitude,longitude,cp,pop,adresse,ville
1000001,46.20114,5.19791,01000,R,596 AVENUE DE TREVOUX,SAINT-DENIS-LèS-BOURG
1000002,46.21842,5.22767,01000,R,16 Avenue de Marboz,BOURG-EN-BRESSE
1000004,46.188,5.245,01000,R,20 Avenue du Maréchal Juin,Bourg-en-Bresse
1000005,46.2009359235,5.19942024022,01000,R,642 Avenue de Trévoux,SAINT-DENIS-LèS-BOURG
1000006,46.20754,5.23758,01000,R,1 Boulevard John Kennedy,BOURG-EN-BRESSE
1000007,46.221,5.245,01000,R,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse
1000008,46.199,5.241,01000,R,Bd Charles de Gaulle,BOURG-EN-BRESSE
1000009,46.196,5.229,01000,R,56 Rue du Stand,Bourg-en-Bresse
1000010,46.1985183794,5.243506378809999,01000,R,Boulevard Charles de Gaulle,BOURG-EN-BRESSE
1000012,46.201,5.2,01000,R,642 AVENUE DE TREVOUX,SAINT DENIS LES BOURG
1000013,46.1985183794,5.243506378809999,01000,R,BOULEVARD CHARLES DE GAULLE,Bourg-en-Bresse
1090001,46.096,4.775,01090,R,1 ROUTE DE FRANCHELEINS,MONTCEAUX
1100001,46.28404,5.66282,01100,R,ROUTE DE DORTAN,Arbent
1100002,46.25,5.644,01100,R,Rue Brillat-Savarin,OYONNAX
1100003,46.24966,5.64134,01100,R,174 Cours de Verdun,Oyonnax
1100004,46.272,5.66,01100,R,886 AVENUE JEAN COUTTY,ARBENT - OYONNAX
1100006,46.262,5.648,01100,R,74 Rue Jules Michelet,Oyonnax
1100007,46.24966,5.64134,01100,R,174 COURS DE VERDUN,OYONNAX
1110001,45.978,5.599,01110,R,Rue Masonod,HAUTEVILLE-LOMPNES
1120002,45.8471518044,5.07404780227,01120,A,AUTOROUTE A 42,DAGNEUX
1120003,45.85103,5.05543,01120,A,AUTOROUTE A 42 AIRE DE DAGNEUX,Montluel
1120004,45.853,5.059,01120,R,Cours de la Portelle,MONTLUEL
1120005,45.847,5.048,01120,R,Route de Thil,LA BOISSE
1120006,45.846,5.041,01120,R,521 ROUTE NATIONALE,La Boisse
1120007,45.845,5.07,01120,A,"AUTOROUTE A42, AIRE DE LYON-DAGNEUX",DAGNEUX
1120008,45.8471518044,5.07404780227,01120,A,AUTOROUTE A42 - AIRE DE LYON MONTUEL,DAGNEUX
1130001,46.15785,5.60352,01130,R,ROUTE DE LA CLUSE,Nantua
1130002,46.167,5.691,01130,R,867 ROUTE DE GENEVE,LE POIZAT LALLEYRIAT
1130003,46.158,5.604,01130,R,RTE DE LA CLUSE RN 84,NANTUA
1140001,46.18,4.817,01140,R,416 AVENUE DE LA LIBERATION,Saint-Didier-sur-Chalaronne
1150001,45.902,5.346,01150,R,8 RUE DE L'INDUSTRIE,LAGNIEU
1150002,45.839,5.278,01150,R,Avenue Charles de Gaulle,SAINT-VULBAS
1160001,46.0533506156,5.3374103671699995,01160,R,Route de bourg,PONT-D'AIN
1160002,46.040209749999995,5.342318440000001,01160,R,Le Pont Rompu - RD 1084,PONT-D'AIN
1160003,46.074,5.376,01160,R,Rue du Docteur Hubert,NEUVILLE-SUR-AIN
1160005,46.0533506156,5.3374103671699995,01160,R,RTE DE BOURG RN 75,Pont-d'Ain
1170001,46.293,6.079,01170,R,RN5,SéGNY
1170002,46.322,6.053,01170,R,Lieu-Dit les Vertes Campagnes,GEX
1170003,46.33755,6.07534,01170,R,Route de Divonne les Bains,Gex
1170005,46.33522,6.058,01170,R, Avenue des Tilleuls,GEX
1190001,46.442,4.97,01190,R,PAE Pont de Vaux Est,Saint-Bénigne
1200001,46.106,5.823,01200,R,69 Rue de la République,Bellegarde-sur-Valserine
1200003,46.124,5.812,01200,R,Avenue Maréchal de Lattre de Tassigny,Bellegarde-sur-Valserine
1200004,,,01200,R,79 RUE DE LA REPUBLIQUE,BELLEGARDE
1210001,46.25303,6.11817,01210,R,Chemin de la Brunette,FERNEY-VOLTAIRE
1210002,46.2521684169,6.11755425253,01210,R,ROUTE DE GENEVE,FERNEY-VOLTAIRE
1210003,46.244,6.095,01210,R,Route de Meyrin,FERNEY-VOLTAIRE
1220001,46.343,6.141,01220,R,691 AVENUE DU CRET D'EAU,Divonne-les-Bains
1230002,45.942,5.432,01230,R,38 AVENUE DE L EUROPE,SAINT-RAMBERT-EN-BUGEY
1230003,45.921,5.394,01230,R,RD 1504,Torcieu
1250001,46.203558237726995,5.2958828488323,01250,A,A 40 - AIRE DE BOURG JASSERON,Jasseron
1250002,46.204934587412005,5.2946919931769,01250,A,AIRE DE BOURG TEYSSONGE A 40,Ceyzériat
1250004,46.13408,5.2888,01250,R,route de la Vavrette,TOSSIAT
1250005,46.203558237726995,5.2958828488323,01250,A,AUTOROUTE A40 - AIRE DE BOURG JASSERON,CEYZERIAT
1270002,46.38325,5.34553,01270,R, Grande Rue,COLIGNY
1270003,46.382,5.345,01270,R,82 GRANDE RUE,COLIGNY
1290001,46.255,4.89,01290,R,Route de Chatillon Sur Chalaronne,LAIZ
1300001,45.76,5.686,01300,R,ZAC DE L OUSSON,Belley
1300002,45.75572,5.68334,01300,R, Rue Mante,BELLEY
1300003,45.778,5.689,01300,R,RN 504 - ZI de Penaye,Chazey-Bons
1310001,46.2508258935,5.11211332738,01310,R,1123 Route de Mâcon,POLLIAT
1310003,46.256,5.057,01310,R,Lieu-dit Logis-Neuf,Confrançon
1320001,45.991,5.169,01320,R,259 ROUTE DE MEXIMIEUX,CHALAMONT
1320002,45.9978,5.17672,01320,R,Lieu dit lePetit Étang,Chalamont
1330001,45.99868,4.89864,01330,R,"245, Route du 3 Septembre 1944",Ambérieux-en-Dombes
1330002,46.007,5.035,01330,R,zac de la tuilerie,VILLARS-LES-DOMBES
1330003,45.998813756758004,4.8987861535590005,01330,R,245 ROUTE DU 3 SEPTEMBRE 1944,Amberieux-en-Dombes
1340002,46.323,5.137,01340,R,1699 ROUTE DE BOURG,Malafretaz
1340003,46.346,5.126,01340,R,Les Cézilles,Jayat
1340004,46.279,5.165,01340,R,771 Route de Bourg,ATTIGNAT
1340005,46.334726399999994,5.1260021,01340,R,103 RUE DES LUYERS,Montrevel-en-Bresse
1350001,45.848,5.785,01350,R,Avenue Jean Falconnier,CULOZ
1350003,45.849,5.764,01350,R,PARC D'ACTIVITE DES FOURS,Béon
1350004,45.847332623161996,5.7869158896959005,01350,R,450 AVENUE JEAN FALCONNIER,Culoz
1360002,45.84889,5.11958,01360,R, Route de Lyon,BALAN
1370001,46.281,5.289,01370,R,395 route de Bourg,SAINT-ÉTIENNE-DU-BOIS
1370003,46.27,5.293,01370,R,40 Chemin de la Bergaderie,Saint-Étienne-du-Bois
1380001,46.313,4.942,01380,R,1 Route du Bourg,Bâgé-la-Ville
1390001,45.927,4.958,01390,R,70 Allées des Marronniers,Saint-André-de-Corcy
1390002,45.928,4.988,01390,R,Z.I. DE SURE,Saint-André-de-Corcy
1390004,45.886467569919,4.8947078423309,01390,A,AIRE DE MIONNAY OUEST GALMIER A46,MIONNAY
1390006,45.896322355835,4.932230907294301,01390,A,Aire de Mionnay Est Chatanay,Mionnay
1390008,45.88588,4.89373,01390,A,AIRE DE MIONNAY OUEST SAINT GALMIER,MIONNAY
1390009,45.889,4.894,01390,A,AIRE DE MIONNAY EST CHATANAYAUTOROUTE A 46,MIONNAY
1390010,45.932,4.958,01390,R,ZI DE LA SURE,St André de Corcy
1390011,45.885505980051,4.8936217878982,01390,A,AIRE DE MIONNAY OUEST,MIONNAY
1400001,46.119,4.961,01400,R,AVENUE MARECHAL FOCH,CHATILLON-SUR-CHALARONNE
1400003,46.1163499194,4.94863274963,01400,R,AVENUE PIERRE MARCAULT,Châtillon-sur-Chalaronne
1400005,46.11765,4.96036,01400,R,ROUTE DE MARLIEUX,Châtillon-sur-Chalaronne
1400006,46.117,4.95,01400,R,AVENUE PIERRE MARCAULT,Châtillon-sur-Chalaronne
1430001,46.1237,5.49956,01430,A,AUTOROUTE A 40 - SENS PARIS PROV,CEIGNES
1430003,46.1203008415,5.494629128430001,01430,A,AIRE DE CEIGNES HAUT BUGEY,CEIGNES
1430004,46.128,5.54,01430,R,2 Rue de l'Égalité,Maillat
1430005,46.1237,5.49956,01430,A,AUTOROUTE A40 - AIRE DE CEIGNES CERDON,CEIGNES
1440001,46.238,5.228,01440,R,1029 ROUTE DE MARBOZ-LOUHANS,VIRIAT
1440002,46.236,5.263,01440,R,Route de Strasbourg,VIRIAT
1440003,46.21667,5.2134,01440,R,261 Route de Paris,Viriat
1460001,46.17225,5.57729,01460,R,68 Rue du Jura,MONTREAL-LA-CLUSE
1460002,46.187,5.526,01460,R,18 Route du Berthiand,Nurieux-Volognat
1460003,46.166,5.571,01460,R,Rue de l'industrie,Port
1470001,45.7951,5.46083,01470,R,LES GRANGES DE MONTAGNIEU,Montagnieu
1470002,45.78776,5.45414,01470,R, Rue des Verchères,BRIORD
1480001,45.98403,4.75694,01480,R, Rue Édouard Herriot,JASSANS-RIOTTIER
1480004,46.049817093241,4.765510617678601,01480,R,850 RD 933,Messimy-sur-Saône
1500001,45.972,5.373,01500,R,Rue Alexandre Bérard,Ambérieu-en-Bugey
1500003,45.976,5.309,01500,R,"550, Avenue Jean Mermoz",CHâTEAU-GAILLARD
1500004,45.957,5.33285,01500,R,15 Avenue de la Libération,AMBéRIEU-EN-BUGEY
1500006,45.97592,5.30925,01500,R,"550, RUE JEAN MERMOZ",CHâTEAU-GAILLARD
1500007,45.972,5.338,01500,R,CENTRE COMMERCIAL DE L'AVIATIONRAIS,Ambérieu-en-Bugey
1500008,45.94,5.377,01500,R,"avenue jules pellaudin, station service total",AMBERIEU-EN-BUGEY
1510002,45.84755,5.65428,01510,R,Chef Lieu,Virieu-le-Grand
1510003,45.873,5.698,01510,R,"1 rue des champs ""les terrasses""",Artemare
1540001,46.198,4.994,01540,R,184 rue du 19 mars 1962,VONNAS
1540002,46.21979,4.98991,01540,R,za les grands varays rte de neuville,Vonnas
1540003,46.213,4.995,01540,R,zac les grand varays route de neuville,Vonnas
1560001,46.459,5.075,01560,R,Route de Pont-de-Vaux,Saint-Trivier-de-Courtes
1570001,46.329,4.885,01570,R,195 Grande Rue,FEILLENS
1590001,46.322,5.656,01590,R,"18, Rue du 21 Juillet 1944",DORTAN
1590002,46.325,5.672,01590,R,ZAC sous la Combe,LAVANCIA-EPERCY
1600001,45.828,4.972,01700,R,Rue du Figuier,MIRIBEL
1600002,45.934724745,4.79062770497,01600,R,324 Route de Lyon,TREVOUX
1600003,45.904,4.82,01600,R,Avenue Lavoisier,MASSIEUX
1630001,46.242,6.025,01630,R,RUE DE GENEVE -,SAINT-GENIS-POUILLY
1630003,46.26326,6.0295,01630,R,148 Rue des Chalets,SAINT-GENIS-POUILLY
1630004,46.183,5.929,01630,R,ZA DU PRE MUNNY,PéRON
1640001,46.035,5.39,01640,R,573 route de Genève,Saint-Jean-le-Vieux
1700003,45.871,4.912,01700,R,RN 83,Miribel
1700004,45.826,4.999,01700,A,ZAC des Baterses,BEYNOST
1710001,46.2273239381,5.992775977799999,01710,R,route de Bellegarde,THOIRY
1750001,46.299,4.881,01750,R,223 route de Bourg-en-Bresse,Replonges
1800001,45.901,5.191,01800,R,47 Route de Lyon,MEXIMIEUX
1800002,45.821,5.2,01800,R,11 route de Port-Galland,Saint-Maurice-de-Gourdans
1800003,45.911623208373,5.1897144887676,01800,R,ROUTE DE CHALAMONT,Meximieux
1960001,46.182,5.214,01960,R,Chemin de Bellevue,PERONNAS
1960003,46.1909,5.21152,01960,R,148 Avenue de Lyon,PéRONNAS
1960004,46.19089,5.21157,01960,R,148 Avenue de Lyon,PéRONNAS
1960005,46.128,5.163,01960,R,50 RUE DES ACACIAS,SERVAS
1960006,46.191,5.211,01960,R,148 AVENUE DE LYON,Péronnas
1980001,45.779,5.213,01360,R,63 Rue du Bugey,LOYETTES
2000002,49.548,3.616,02000,R,ZAC ILE DE FRANCE,LAON
2000003,49.5700531713,3.60820562241,02000,R,16 RUE FERNAND CHRIST,LAON
2000004,49.56949,3.64013,02000,R,44 Avenue Charles de Gaulle,Laon
2000005,49.569,3.646,02000,R,97 Avenue Charles de Gaulle,Laon
2000007,49.57,3.621,02000,R,16 Boulevard Pierre Brossolette,Laon
2000008,49.587,3.649,02000,R,rue Jean Jaures,CHAMBRY
2000009,49.582570669759,3.6442513545677,02000,R,167 Avenue Pierre Mendès France,Laon
2000010,49.563632230136,3.6456861996276,02000,R,RUE DU DR MENU,Laon
2000011,49.571,3.655,02000,R,ZAC DU CHAMP DU ROY,Laon
2100001,49.858,3.253,02100,R,route d'Amiens,St Quentin
2100003,49.8458504082,3.3010671352,02100,R,51 Avenue du Général de Gaulle,SAINT-QUENTIN
2100006,49.8341,3.29966,02100,R,Boulevard Camille Guérin,SAINT-QUENTIN
2100008,49.844,3.279,02100,R,46 Avenue Faidherbe,Saint-Quentin
2100009,49.84272807,3.32345007,02100,R,Route de Guise,HARLY
2100011,49.848,3.272,02100,R,98 rue Alexandre Dumas,SAINT-QUENTIN
2100012,49.865,3.291,02100,R,Route de BOHAIN,Saint-Quentin
2100013,49.8536640026,3.26295970618,02100,R,Rue Antoine Parmentier,SAINT-QUENTIN
2100014,,,02100,R,60 BIS RUE DE LA FERE,SAINT QUENTIN
2100017,49.8329,3.30705,02100,R,Rue de la Fère,Saint-Quentin
2100018,49.842,3.284,02100,R,25 Boulevard Victor Hugo,SAINT-QUENTIN
2100019,49.84785,3.30117,02100,R,153 Rue de Mulhouse,SAINT-QUENTIN
2100020,49.8341,3.29966,02100,R,BLD CAMILLE GUERIN,Saint-Quentin
2100021,49.824379060000005,3.3107543699999997,02100,R,rue de la Fère,Neuville-Saint-Amand
2110001,49.98399,3.46112,02110,R,Rue Olivier Deguise,BOHAIN-EN-VERMANDOIS
2110002,49.980748759682996,3.4506565428935,02110,R,rue de Saint-Quentin,BOHAIN-EN-VERMANDOIS
2110003,49.98123,3.45431,02110,R,ROUTE DE SAINT QUENTIN,BOHAIN-EN-VERMANDOIS
2110004,49.9829182,3.4533715999999997,02110,R,87 rue de st quentin,Bohain-en-Vermandois
2120002,49.9008769446,3.62952308716,02120,R,56 place du Jeu de Paume,GUISE
2120003,49.90316,3.62899,02120,R,RUE SADI CARNOT,GUISE
2120004,49.90249,3.63841,02120,R,Rue des Docteurs Devillers,GUISE
2120005,49.896,3.626,02120,R,"56, rue du jeu de Paume",Guise
2130001,49.201,3.511,02130,R,Rue du Stade,FèRE-EN-TARDENOIS
2130003,49.07771,3.37046,02130,A,Aire de Tardenois - A4,Fresnes-en-Tardenois
2130004,49.20375,3.5087,02130,R, Avenue de la Gare,FèRE-EN-TARDENOIS
2130005,49.07771,3.37046,02130,A,autoroute A4 aire de tardenois sud,Fresnes-en-Tardenois
2130006,49.07771,3.37046,02130,A,Autoroute de l'Est,Fresnes-en-Tardenois
2140002,49.83535,3.90963,02140,R, Place Sohier,Vervins
2140003,49.838777788156,3.9167879440021003,02140,R,ZI de la Briquetterie,Vervins
2140004,49.8425598351,3.9054238872599996,02140,R,"73, Hameau Chaussée de Fontaine - RN2",FONTAINE-LèS-VERVINS
2170001,50.013,3.781,02170,R,RUE DES VERRIERS,LE NOUVION-EN-THIéRACHE
2190001,49.43489,3.96701,02190,R,3 RUE PIERRE CURTIL,Guignicourt
2190002,49.4475766624,3.92632110989,02190,A,AUT A 26- AIRE DU MONT NIZY,JUVINCOURT-ET-DAMARY
2190003,49.44872,3.92652,02190,A,A26 - Aire du Champ Roland,Guignicourt
2190004,49.43488,3.96705,02190,R,3 Rue Pierre Curtil,GUIGNICOURT
2190005,49.445084070022006,3.9276187076699,02190,A,AUT A 26- AIRE DU MONT NIZY,Juvincourt-et-Damary
2190006,49.435021034712996,3.9669220814759,02190,R,3 RUE PIERRE CURTIL,GUIGNICOURT
2200001,49.36994,3.3149,02200,R,3 Avenue Raymonde Fiolet,Soissons
2200002,49.37102,3.34074,02200,R,9 Rue de Villeneuve,SOISSONS
2200004,49.37019898729999,3.35468646813,02200,R,ROUTE DE REIMS,BILLY-SUR-AISNE
2200005,49.36808,3.32914,02200,R,50 Avenue de Château-Thierry,Soissons
2200006,49.3813544743,3.3017839150099997,02200,R,AVENUE DE COMPIEGNE,MERCIN-ET-VAUX
2200007,49.386,3.333,02200,R,1 Place de Laon,Soissons
2200008,49.364,3.304,02200,R,183 ROUTE DE PARIS,Vauxbuin
2200010,49.37046,3.32985,02200,R,43 Avenue de Château-Thierry,Belleu
2200011,49.38127,3.30822,02200,R,Avenue de Compiègne,MERCIN-ET-VAUX
2200012,49.36299,3.40346,02200,R,Rue d'Acy,Venizel
2200013,49.381,3.302,02200,R,AV.DE COMPIEGNE - RN.31,Mercin-et-Vaux
2200014,49.368,3.329,02200,R,50 BIS ROUTE DE CHATEAU THIERRY,SOISSONS
2200015,49.371,3.341,02200,R,9 ET 11 RUE DE VILLENEUVE,SOISSONS
2210001,49.202664000000006,3.3651890000000004,02210,R,11 Avenue de la Gare,OULCHY-LE-CHâTEAU
2220001,49.341,3.529,02220,R,34 BD DE MONTPELLIER,BRAINE
2230002,49.957514,3.4304281,02230,R,1000 rue jean jaures,Fresnoy-le-Grand
2240001,49.80095,3.46696,02240,R,74 Rue Blondel,RIBEMONT
2240002,49.843,3.905,02140,R,73 chaussee de fontaine,Fontaine-lès-Vervins
2250001,49.74284,3.77337,02250,R,Rue Saint Nicolas,MARLE
2250002,49.75078,3.77406,02250,R,Route de Thiernu,Marle
2250003,49.74792,3.77165,02250,R,24 AVENUE CARNOT,Marle
2250004,49.75,3.772,02250,R,18 route de Thiernu,Marle
2260001,49.973,3.918,02260,R,rue de l'armistice,LA CAPELLE
2270001,49.6892034,3.6215678999999996,02270,R,2 AVENUE DE LA LIBERATION,Crécy-sur-Serre
2280001,49.531,3.856,02820,R,"CD 24, route de liesse",SAINT-ERME-OUTRE-ET-RAMECOURT
2290001,49.4002325424,3.11391330343,02290,R,9 AVENUE DE LA GARE,RESSONS-LE-LONG
2290002,49.396807142795,3.1156294899994,02290,R,AVENUE DE LA GARE,Ressons-le-Long
2300001,49.64287,3.2595,02300,R,RD 338,Viry-Noureuil
2300002,49.591,3.234,02300,R,CHEMIN DEPARTEMENTAL 937,AUTREVILLE
2300003,49.61836,3.22189,02300,R,108 Rue Pasteur,Chauny
2300005,49.61093,3.22022,02300,R,9 Rue Anatole France,Chauny
2300006,49.62645,3.21575,02300,R,Boulevard de l'Europe,Chauny
2300009,49.5197529,3.1492908,02300,R,24 rue du point du jour,Blérancourt
2310001,48.97646,3.28015,02310,R,route de pavant,CHARLY
2310002,49.19591,3.51429,02130,R,47 Rue Jules Lefèbvre,Fère-en-Tardenois
2320001,49.499,3.451,02320,R,34 bis rue du 7ème Bca,PINON
2320002,49.506,3.44,02320,R,Rue de Coucy,ANIZY-LE-CHâTEAU
2340001,49.689,4.022,02340,R,14 ROUTE DE MONTCORNET,LISLET
2340002,49.63,4.025,02340,R,89 Grand Rue,Dizy-le-Gros
2360001,49.704,4.112,02360,R,Lieu dit du grand hôtel,Rozoy-sur-Serre
2370005,49.405636006255996,3.5149754981475,02370,R,20 AVENUE JEAN JAURES,VAILLY SUR AISNE
2380001,49.48858,3.3356,02380,R,Le Pré Montré,CRECY-AU-MONT
2380002,49.489,3.336,02380,R,D1 - LIEU DIT LE PRE MONTRE,Crécy-au-Mont
2390002,49.83722,3.49412,02390,R, Rue du Thil,ORIGNY-SAINTE-BENOITE
2400001,49.04,3.387,02400,R,37 Avenue d'Essômes,CHâTEAU-THIERRY
2400002,49.03422,3.37869,02400,R,Avenue du Général de Gaulle,Essômes-sur-Marne
2400004,49.037,3.39,02400,R,Z.A Rue de la Plaine,CHâTEAU-THIERRY
2400005,49.035,3.392,02400,R,22 Avenue de l'Europe,Château-Thierry
2400007,49.055315837997,3.3991661028551,02400,R,ZC LA MOISERIE ROUTE DE SOISSONS,Château-Thierry
2400008,49.04318,3.39518,02400,R,13 Avenue Jules Lefèbvre,Château-Thierry
2420001,49.96029,3.2316,02420,R,39 Rue de Picardie,Bellicourt
2430001,49.82606,3.2792,02430,R, Rue Auguste Delaune,GAUCHY
2450002,50.001,3.687,02450,R,16 RUE DU 2 SEPTEMBRE 1944,LA NEUVILLE-LèS-DORENGT
2450003,49.9772968,3.6768151000000002,02450,R,16 RUE DU 2 SEPTEMBRE 1944,La Neuville-lès-Dorengt
2460001,49.18562,3.1248,02460,R,ZI l'Ecorcherie,La Ferté-Milon
2460003,49.184986815428,3.1213787735998997,02460,R,12 rue de villers,La Ferté-Milon
2470001,49.169075292229,3.2565664478851,02470,R,2 RUE Jese RACINE,Neuilly-Saint-Front
2480001,49.7335001,3.2450989000000003,02480,R,Avenue de la Victoire,Jussy
2480002,49.73353618049801,3.2450595752320996,02480,R,Rond point de la victoire,Jussy
2500001,49.911174181842,4.0900804252982,02500,R,AVENUE DE VERDUN,HIRSON
2500002,49.92073,4.08392,02500,R,Rue Charles de Gaulle,HIRSON
2500003,49.916,4.077,02500,R,Avenue du General Debeney,HIRSON
2500004,49.921,4.084,02500,R,102 RUE CHARLES DE GAULLE,HIRSON
2580002,49.9035443,3.9139988,02580,R,14 RUE DU MONVINAGE,ETREAUPONT
2600003,49.255491572959,3.0829991297115003,02600,R,85 Rue du General Leclerc,VILLERS-COTTERETS
2600004,49.252,3.059,02600,R,RTE NATIONALE 2  CHEMIN DE LA NONNE,VILLERS-COTTERêTS
2600005,49.251137804399995,3.07679246569,02600,R,36 ROUTE DE LA FERTE MILON,VILLERS-COTTERÊTS
2600006,49.255547307700006,3.0803058224433,02600,R,231rd rue du general leclerc,Villers-Cotterêts
2600007,49.255,3.083,02600,R,85 rue du général Leclerc,Villers-Cotterêts
2603001,49.2402448976,3.0978654536500003,02600,R,Avenue de la Ferté Milon,VILLERS-COTTERêTS
2620001,49.960603600000006,3.8238007,02620,R,12 Rue Nationale,Buironfosse
2690001,49.77752,3.27799,02690,A,A 26 - Aire Urvillers,ESSIGNY-LE-GRAND
2690002,49.77752,3.27799,02690,A,AUTOROUTE A26 - AIRE D'URVILLERS,Essigny-le-Grand
2700001,49.65048,3.28029,02700,R,213 Boulevard Gambetta,CONDREN
2800001,49.657693580600004,3.38429761564,02800,R,Route de LAON - Lieu-dit,CHARMES
2800002,49.66174,3.37587,02800,R,Rue de Danizy,LA FèRE
2800003,49.66,3.346,02800,R,Le Chemin Blanc,BEAUTOR
2800004,49.66023,3.37185,02800,R,1 Chemin de Danizy,LA FèRE
2860001,49.532,3.653,02860,R,Route de Fismes,BRUYèRES-ET-MONTBéRAULT
2870001,49.6103135,3.5083503000000005,02870,R,1B Rue de Couvron,Crépy
2880001,49.39825,3.35632,02880,R, Rue du Stade,Crouy
3000001,46.541,3.344,03000,R,169 ROUTE DE LYON,MOULINS
3000002,46.56057,3.32003,03000,R,8 Avenue de la Libération,MOULINS
3000003,46.587,3.315,03000,R,2 Rue Alphonse Daudet,Avermes
3000004,46.603,3.304,03000,R,le pré-vert,MOULINS
3000005,46.562,3.32,03000,R,16 Route de Montilly,MOULINS
3000006,46.589,3.311,03000,R,ZAC les portes de l'Allier,Avermes
3100001,46.3474438067,2.60218545365,03100,R,Quai ledru Rollin,MONTLUçON
3100002,46.343,2.592,03100,R,52 Rue Paul Constans,MONTLUçON
3100004,46.35228,2.59095,03100,R,8 Avenue Albert Thomas,MONTLUCON
3100005,46.353,2.587,03100,R,Avenue Pierre Villon,MONTLUçON
3100006,46.35591,2.8003,03170,A,A71 aire de l'Allier Saulzet (sens province paris),Doyet
3100007,46.320058353029,2.5809868850979,03100,R,345 AVENUE PRESIDENT AURIOL,MONTLUCON
3100008,46.33362,2.60087,03100,R,Rue de la Rotonde,Montluçon
3100009,46.32768,2.6086,03100,R,106 Avenue John Kennedy,Montluçon
3100010,46.34,2.582,03100,R,AVENUE JULES GUESDE,MONTLUçON
3110001,46.155,3.394,03110,R,19 Route de Saint-Pourçain,CHARMEIL
3110003,46.192,3.265,03110,R,24 Village Des Combes,Broût-Vernet
3120001,46.248,3.63,03120,R,94 RUE PRESIDENT ROOSEVELT,LAPALISSE
3120002,46.2556073783,3.6232333631099998,03120,R,RUE DE VERDUN,LAPALISSE
3120003,46.24944,3.6276,03120,R,AVENUE JEAN MASSE,Lapalisse
3120004,46.245522061353,3.611568909912,03120,R,zac les pres de la grand route,Lapalisse
3120005,46.248,3.629,03120,R,1 Avenue du 8 Mai 1945,Lapalisse
3130002,46.34868,3.79313,03130,R,11 Avenue Préveraud,Le Donjon
3150001,46.322,3.392,03150,R,"66, avenue de Chazeuil",VARENNES-SUR-ALLIER
3150002,46.3087149268,3.41231499107,03150,R,37 AVENUE DE LYON,VARENNES-SUR-ALLIER
3150004,46.319079327800004,3.39336068494,03150,R,90 Avenue de Chazeuil,VARENNES-SUR-ALLIER
3150005,46.316,3.398,03150,R,98 avenue de Chazeuil,VARENNES-SUR-ALLIER
3150006,46.328,3.388,03150,R,11 AV DE CHAZEUIL,VARENNES-SUR-ALLIER
3160001,46.58333,3.06336,03160,R,Avenue Emile Guillaumin,BOURBON-L'ARCHAMBAULT
3170001,46.3351,2.79688,03170,A,A71 aire de l'Allier Doyet(sens paris province),Doyet
3190004,46.531,2.622,03190,R,1 route de montluçon,Vallon-en-Sully
3200002,46.11614,3.43769,03200,R,57 Avenue Poincaré,VICHY
3200003,46.131,3.434,03200,R,48 Avenue de Gramont,VICHY
3200005,46.143,3.415,03200,R,Allée des ailes,VICHY
3210001,46.536,3.203,03210,R,1 ROUTE DE COSNE,SOUVIGNY
3240002,46.375,3.019,03240,R,Lieu-dit Longeville,Deux-Chaises
3240003,46.38,3.04,03240,R,route de longeville,Deux-Chaises
3250002,46.06849,3.66341,03250,R,Route des Ferrières,Le Mayet-de-Montagne
3260001,46.205,3.432,03260,R,8 RUE PIERRE SEMARD,Saint-Germain-des-Fossés
3270001,46.0545608,3.4701495400000004,03270,R,3 RUE DU BOIS DES JARRAUX,SAINT-YORRE
3286001,46.506296046799996,3.36080003573,03400,R,LES GRIS,TOULON-SUR-ALLIER
3290001,46.529,3.669,03290,R,la chapelle,Dompierre-sur-Besbre
3290002,46.517,3.692,03290,R,464 ROUTE DE DIOU,DOMPIERRE SUR BESBRE
3290003,46.519,3.685,03290,R,223 RUE NATIONALE,DOMPIERRE SUR BESBRE
3300001,46.13843644999999,3.4486677500000003,03300,R,RTE DE CHARMEIL,CUSSET
3300002,46.134,3.449,03300,R,24 Rue de la République,CUSSET
3300003,46.136,3.455,03300,R,rue des peupliers,CUSSET
3310001,46.28425,2.66764,03310,R,"2, route de Clermont",NéRIS-LES-BAINS
3310002,46.283,2.669,03310,R,Route de Clermont,Néris-les-Bains
3320001,46.731,2.938,03320,R,ROUTE DE MOULINS,Lurcy-Lévis
3350002,46.61658854,2.82206505,03350,R,Avenue Jean Jaurès,Cérilly
3360001,46.705,2.695,03360,R,rue du pavé,AINAY-LE-CHATEAU
3380001,46.406002810000004,2.52902817,03380,R,RELAIS DES TARTASSES,LA CHAPELAUDE
3380002,46.372,2.471,03380,R,Rue Calaubys,HURIEL
3390002,46.324086476,2.96427508838,03390,R,2 rue des artisan,MONTMARAULT
3390003,46.321,2.961,03390,R,ROUTE DE MOULINS,MONTMARAULT
3390004,46.323756963486,2.964176548748,03390,R,route de moulins,Montmarault
3400001,46.558,3.335,03400,R,"28, route de Lyon",YZEURE
3400002,46.553,3.365,03400,R,Route de Montbeugny,YZEURE
3400003,46.563,3.355,03400,R,28 Rue Bergeron-Vebret,Yzeure
3400004,46.5666939,3.3547122148461,03400,R,RD12 ZONE LA PLAINE BODIN - 65 ROUTE DE MONTBEUGNY,Yzeure
