id,nom,ouverture,fermeture,ferme,station_id
5,Vendredi,06.00,21.00,,13200020
6,Samedi,07.00,21.00,,13200020
7,Dimanche,07.00,21.00,,13200020
1,Lundi,00.00,23.59,,13220003
2,Mardi,00.00,23.59,,13220003
3,Mercredi,00.00,23.59,,13220003
4,Jeudi,00.00,23.59,,13220003
5,Vendredi,00.00,23.59,,13220003
6,Samedi,00.00,23.59,,13220003
7,Dimanche,00.00,23.59,,13220003
1,Lundi,05.00,22.00,,13220004
2,Mardi,05.00,22.00,,13220004
3,Mercredi,05.00,22.00,,13220004
4,Jeudi,05.00,22.00,,13220004
5,Vendredi,05.00,22.00,,13220004
6,Samedi,05.00,22.00,,13220004
7,Dimanche,05.00,15.00,,13220004
1,Lundi,06.00,19.30,,13240002
2,Mardi,06.00,19.30,,13240002
3,Mercredi,06.00,19.30,,13240002
4,Jeudi,06.00,19.30,,13240002
5,Vendredi,06.00,19.30,,13240002
6,Samedi,06.00,19.30,,13240002
7,Dimanche,07.00,19.30,,13240002
1,Lundi,06.00,21.00,,13260002
2,Mardi,06.00,21.00,,13260002
3,Mercredi,06.00,21.00,,13260002
4,Jeudi,06.00,21.00,,13260002
5,Vendredi,06.00,21.00,,13260002
6,Samedi,06.00,21.00,,13260002
7,Dimanche,07.00,21.00,,13260002
1,Lundi,,,,13270004
2,Mardi,,,,13270004
3,Mercredi,,,,13270004
4,Jeudi,,,,13270004
5,Vendredi,,,,13270004
6,Samedi,,,,13270004
7,Dimanche,,,,13270004
1,Lundi,,,,13270011
2,Mardi,,,,13270011
3,Mercredi,,,,13270011
4,Jeudi,,,,13270011
5,Vendredi,,,,13270011
6,Samedi,,,,13270011
7,Dimanche,,,,13270011
1,Lundi,,,,13270012
2,Mardi,,,,13270012
3,Mercredi,,,,13270012
4,Jeudi,,,,13270012
5,Vendredi,,,,13270012
6,Samedi,,,,13270012
7,Dimanche,,,,13270012
1,Lundi,06.00,21.00,,13270013
2,Mardi,06.00,21.00,,13270013
3,Mercredi,06.00,21.00,,13270013
4,Jeudi,06.00,21.00,,13270013
5,Vendredi,06.00,21.00,,13270013
6,Samedi,07.00,21.00,,13270013
7,Dimanche,07.00,20.00,,13270013
1,Lundi,08.00,18.00,,13270014
2,Mardi,08.00,18.00,,13270014
3,Mercredi,08.00,18.00,,13270014
4,Jeudi,08.00,18.00,,13270014
5,Vendredi,08.00,18.00,,13270014
6,Samedi,,,1,13270014
7,Dimanche,,,1,13270014
1,Lundi,06.00,19.30,,13300001
2,Mardi,06.00,19.29,,13300001
3,Mercredi,06.00,19.30,,13300001
4,Jeudi,06.00,19.30,,13300001
5,Vendredi,06.00,19.30,,13300001
6,Samedi,08.00,19.30,,13300001
7,Dimanche,,,1,13300001
1,Lundi,01.00,01.00,1,13300005
2,Mardi,01.00,01.00,1,13300005
3,Mercredi,01.00,01.00,1,13300005
4,Jeudi,01.00,01.00,1,13300005
5,Vendredi,01.00,01.00,1,13300005
6,Samedi,01.00,01.00,1,13300005
7,Dimanche,01.00,01.00,1,13300005
1,Lundi,,,,13300007
2,Mardi,,,,13300007
3,Mercredi,,,,13300007
4,Jeudi,,,,13300007
5,Vendredi,,,,13300007
6,Samedi,,,,13300007
7,Dimanche,,,,13300007
1,Lundi,,,,13300010
2,Mardi,,,,13300010
3,Mercredi,,,,13300010
4,Jeudi,,,,13300010
5,Vendredi,,,,13300010
6,Samedi,,,,13300010
7,Dimanche,,,,13300010
1,Lundi,00.00,23.59,,13300011
2,Mardi,00.00,23.59,,13300011
3,Mercredi,00.00,23.59,,13300011
4,Jeudi,00.00,23.59,,13300011
5,Vendredi,00.00,23.59,,13300011
6,Samedi,00.00,23.59,,13300011
7,Dimanche,00.00,23.59,,13300011
1,Lundi,08.30,20.00,,13310001
2,Mardi,08.30,20.00,,13310001
3,Mercredi,08.30,20.00,,13310001
4,Jeudi,08.30,20.00,,13310001
5,Vendredi,08.30,20.00,,13310001
6,Samedi,08.30,20.00,,13310001
7,Dimanche,09.00,12.30,,13310001
1,Lundi,08.30,12.30,,13310002
2,Mardi,08.30,12.30,,13310002
3,Mercredi,08.30,12.30,,13310002
4,Jeudi,08.30,12.30,,13310002
5,Vendredi,08.30,19.30,,13310002
6,Samedi,08.30,19.30,,13310002
7,Dimanche,08.30,12.30,,13310002
1,Lundi,,,,13320004
2,Mardi,,,,13320004
3,Mercredi,,,,13320004
4,Jeudi,,,,13320004
5,Vendredi,,,,13320004
6,Samedi,,,,13320004
7,Dimanche,,,,13320004
1,Lundi,,,,13320005
2,Mardi,,,,13320005
3,Mercredi,,,,13320005
4,Jeudi,,,,13320005
5,Vendredi,,,,13320005
6,Samedi,,,,13320005
7,Dimanche,,,,13320005
1,Lundi,00.00,00.00,,13320010
2,Mardi,00.00,00.00,,13320010
3,Mercredi,00.00,00.00,,13320010
4,Jeudi,00.00,00.00,,13320010
5,Vendredi,00.00,00.00,,13320010
6,Samedi,00.00,00.00,,13320010
7,Dimanche,00.00,00.00,,13320010
1,Lundi,01.00,01.00,1,13320011
2,Mardi,01.00,01.00,1,13320011
3,Mercredi,01.00,01.00,1,13320011
4,Jeudi,01.00,01.00,1,13320011
5,Vendredi,01.00,01.00,1,13320011
6,Samedi,01.00,01.00,1,13320011
7,Dimanche,01.00,01.00,1,13320011
1,Lundi,06.00,20.00,,13320012
2,Mardi,06.00,20.00,,13320012
3,Mercredi,06.00,20.00,,13320012
4,Jeudi,06.00,20.00,,13320012
5,Vendredi,06.00,20.00,,13320012
6,Samedi,06.00,20.00,,13320012
7,Dimanche,06.00,20.00,,13320012
1,Lundi,,,,13320013
2,Mardi,,,,13320013
3,Mercredi,,,,13320013
4,Jeudi,,,,13320013
5,Vendredi,,,,13320013
6,Samedi,,,,13320013
7,Dimanche,,,,13320013
1,Lundi,,,1,13320014
2,Mardi,,,1,13320014
3,Mercredi,,,1,13320014
4,Jeudi,,,1,13320014
5,Vendredi,,,1,13320014
6,Samedi,,,1,13320014
7,Dimanche,,,1,13320014
1,Lundi,,,,13330001
2,Mardi,,,,13330001
3,Mercredi,,,,13330001
4,Jeudi,,,,13330001
5,Vendredi,,,,13330001
6,Samedi,,,,13330001
7,Dimanche,,,,13330001
1,Lundi,08.30,20.00,,13340001
2,Mardi,08.30,20.00,,13340001
3,Mercredi,08.30,20.00,,13340001
4,Jeudi,08.30,20.00,,13340001
5,Vendredi,08.30,20.00,,13340001
6,Samedi,08.30,20.00,,13340001
7,Dimanche,08.30,12.30,,13340001
1,Lundi,06.30,20.00,,13340004
2,Mardi,06.30,20.00,,13340004
3,Mercredi,06.30,20.00,,13340004
4,Jeudi,06.30,20.00,,13340004
5,Vendredi,06.30,20.00,,13340004
6,Samedi,06.30,20.00,,13340004
7,Dimanche,08.00,12.00,,13340004
1,Lundi,,,1,13340005
2,Mardi,,,1,13340005
3,Mercredi,,,1,13340005
4,Jeudi,,,1,13340005
5,Vendredi,,,1,13340005
6,Samedi,,,1,13340005
7,Dimanche,,,1,13340005
1,Lundi,,,,13360001
2,Mardi,,,,13360001
3,Mercredi,,,,13360001
4,Jeudi,,,,13360001
5,Vendredi,,,,13360001
6,Samedi,,,,13360001
7,Dimanche,,,,13360001
1,Lundi,08.30,11.30,,13368001
2,Mardi,08.30,12.30,,13368001
3,Mercredi,08.30,12.30,,13368001
4,Jeudi,08.30,11.30,,13368001
5,Vendredi,08.30,11.30,,13368001
6,Samedi,08.30,12.30,,13368001
7,Dimanche,,,1,13368001
1,Lundi,,,,13380002
2,Mardi,,,,13380002
3,Mercredi,,,,13380002
4,Jeudi,,,,13380002
5,Vendredi,,,,13380002
6,Samedi,,,,13380002
7,Dimanche,,,,13380002
1,Lundi,,,,13390001
2,Mardi,,,,13390001
3,Mercredi,,,,13390001
4,Jeudi,,,,13390001
5,Vendredi,,,,13390001
6,Samedi,,,,13390001
7,Dimanche,,,,13390001
1,Lundi,,,,13400001
2,Mardi,,,,13400001
3,Mercredi,,,,13400001
4,Jeudi,,,,13400001
5,Vendredi,,,,13400001
6,Samedi,,,,13400001
7,Dimanche,,,,13400001
1,Lundi,06.30,19.00,,13400002
2,Mardi,06.30,19.00,,13400002
3,Mercredi,06.30,19.00,,13400002
4,Jeudi,06.30,19.00,,13400002
5,Vendredi,06.30,19.00,,13400002
6,Samedi,07.00,15.30,,13400002
7,Dimanche,,,1,13400002
1,Lundi,,,,13400007
2,Mardi,,,,13400007
3,Mercredi,,,,13400007
4,Jeudi,,,,13400007
5,Vendredi,,,,13400007
6,Samedi,,,,13400007
7,Dimanche,,,,13400007
1,Lundi,07.00,18.30,,13400015
2,Mardi,07.00,18.30,,13400015
3,Mercredi,07.00,18.30,,13400015
4,Jeudi,07.00,18.30,,13400015
5,Vendredi,07.00,18.30,,13400015
6,Samedi,,,1,13400015
7,Dimanche,,,1,13400015
1,Lundi,07.00,19.00,,13400016
2,Mardi,07.00,19.00,,13400016
3,Mercredi,07.00,19.00,,13400016
4,Jeudi,07.00,19.00,,13400016
5,Vendredi,07.00,19.00,,13400016
6,Samedi,,,1,13400016
7,Dimanche,,,1,13400016
1,Lundi,08.00,20.00,,13410003
2,Mardi,08.00,20.00,,13410003
3,Mercredi,08.00,20.00,,13410003
4,Jeudi,08.00,20.00,,13410003
5,Vendredi,08.00,20.00,,13410003
6,Samedi,08.00,20.00,,13410003
7,Dimanche,09.00,13.00,,13410003
1,Lundi,07.30,12.00,,13440003
2,Mardi,07.30,12.00,,13440003
3,Mercredi,07.30,12.00,,13440003
4,Jeudi,07.30,12.00,,13440003
5,Vendredi,07.30,12.00,,13440003
6,Samedi,,,,13440003
7,Dimanche,,,,13440003
1,Lundi,,,,13450001
2,Mardi,,,,13450001
3,Mercredi,,,,13450001
4,Jeudi,,,,13450001
5,Vendredi,,,,13450001
6,Samedi,,,,13450001
7,Dimanche,,,,13450001
1,Lundi,,,,13460003
2,Mardi,,,,13460003
3,Mercredi,,,,13460003
4,Jeudi,,,,13460003
5,Vendredi,,,,13460003
6,Samedi,,,,13460003
7,Dimanche,,,,13460003
1,Lundi,,,,13463001
2,Mardi,,,,13463001
3,Mercredi,,,,13463001
4,Jeudi,,,,13463001
5,Vendredi,,,,13463001
6,Samedi,,,,13463001
7,Dimanche,,,,13463001
1,Lundi,07.15,19.30,,13480001
2,Mardi,07.15,19.30,,13480001
3,Mercredi,07.15,19.30,,13480001
4,Jeudi,07.15,19.30,,13480001
5,Vendredi,07.15,19.30,,13480001
6,Samedi,08.00,18.30,,13480001
7,Dimanche,08.30,12.30,,13480001
1,Lundi,,,,13480002
2,Mardi,,,,13480002
3,Mercredi,,,,13480002
4,Jeudi,,,,13480002
5,Vendredi,,,,13480002
6,Samedi,,,,13480002
7,Dimanche,,,,13480002
1,Lundi,,,,13500001
2,Mardi,,,,13500001
3,Mercredi,,,,13500001
4,Jeudi,,,,13500001
5,Vendredi,,,,13500001
6,Samedi,,,,13500001
7,Dimanche,,,,13500001
1,Lundi,,,,13500005
2,Mardi,,,,13500005
3,Mercredi,,,,13500005
4,Jeudi,,,,13500005
5,Vendredi,,,,13500005
6,Samedi,,,,13500005
7,Dimanche,,,,13500005
1,Lundi,,,,13500006
2,Mardi,,,,13500006
3,Mercredi,,,,13500006
4,Jeudi,,,,13500006
5,Vendredi,,,,13500006
6,Samedi,,,,13500006
7,Dimanche,,,,13500006
1,Lundi,06.15,20.30,,13500011
2,Mardi,06.15,20.30,,13500011
3,Mercredi,06.15,20.30,,13500011
4,Jeudi,06.15,20.30,,13500011
5,Vendredi,06.15,20.30,,13500011
6,Samedi,07.00,20.30,,13500011
7,Dimanche,07.30,20.00,,13500011
1,Lundi,06.00,21.00,,13500012
2,Mardi,06.00,21.00,,13500012
3,Mercredi,06.00,21.00,,13500012
4,Jeudi,06.00,21.00,,13500012
5,Vendredi,06.00,21.00,,13500012
6,Samedi,06.00,21.00,,13500012
7,Dimanche,07.00,21.00,,13500012
1,Lundi,,,,13500014
2,Mardi,,,,13500014
3,Mercredi,,,,13500014
4,Jeudi,,,,13500014
5,Vendredi,,,,13500014
6,Samedi,,,,13500014
7,Dimanche,,,,13500014
1,Lundi,07.00,19.00,,13510001
2,Mardi,07.00,19.00,,13510001
3,Mercredi,07.00,19.00,,13510001
4,Jeudi,07.00,19.00,,13510001
5,Vendredi,07.00,19.00,,13510001
6,Samedi,08.00,18.00,,13510001
7,Dimanche,,,1,13510001
1,Lundi,07.00,19.00,,13510002
2,Mardi,07.00,19.00,,13510002
3,Mercredi,07.00,19.00,,13510002
4,Jeudi,07.00,19.00,,13510002
5,Vendredi,07.00,19.00,,13510002
6,Samedi,08.00,12.00,,13510002
7,Dimanche,,,1,13510002
1,Lundi,08.00,12.00,,13520001
2,Mardi,08.00,12.00,,13520001
3,Mercredi,08.00,12.00,,13520001
4,Jeudi,08.00,12.00,,13520001
5,Vendredi,08.00,12.00,,13520001
6,Samedi,08.00,12.00,,13520001
7,Dimanche,,,1,13520001
1,Lundi,01.00,01.00,1,13530001
2,Mardi,01.00,01.00,1,13530001
3,Mercredi,01.00,01.00,1,13530001
4,Jeudi,01.00,01.00,1,13530001
5,Vendredi,01.00,01.00,1,13530001
6,Samedi,01.00,01.00,1,13530001
7,Dimanche,01.00,01.00,1,13530001
1,Lundi,,,,13530002
2,Mardi,,,,13530002
3,Mercredi,,,,13530002
4,Jeudi,,,,13530002
5,Vendredi,,,,13530002
6,Samedi,,,,13530002
7,Dimanche,,,,13530002
1,Lundi,,,,13545001
2,Mardi,,,,13545001
3,Mercredi,,,,13545001
4,Jeudi,,,,13545001
5,Vendredi,,,,13545001
6,Samedi,,,,13545001
7,Dimanche,,,,13545001
1,Lundi,,,,13560004
2,Mardi,,,,13560004
3,Mercredi,,,,13560004
4,Jeudi,,,,13560004
5,Vendredi,,,,13560004
6,Samedi,,,,13560004
7,Dimanche,,,,13560004
1,Lundi,07.00,20.00,,13560005
2,Mardi,07.00,20.00,,13560005
3,Mercredi,07.00,20.00,,13560005
4,Jeudi,07.00,20.00,,13560005
5,Vendredi,07.00,20.00,,13560005
6,Samedi,07.30,19.00,,13560005
7,Dimanche,07.30,19.00,,13560005
1,Lundi,,,,13570001
2,Mardi,,,,13570001
3,Mercredi,,,,13570001
4,Jeudi,,,,13570001
5,Vendredi,,,,13570001
6,Samedi,,,,13570001
7,Dimanche,,,,13570001
1,Lundi,,,,13580002
2,Mardi,,,,13580002
3,Mercredi,,,,13580002
4,Jeudi,,,,13580002
5,Vendredi,,,,13580002
6,Samedi,,,,13580002
7,Dimanche,,,,13580002
1,Lundi,,,,13590002
2,Mardi,,,,13590002
3,Mercredi,,,,13590002
4,Jeudi,,,,13590002
5,Vendredi,,,,13590002
6,Samedi,,,,13590002
7,Dimanche,,,,13590002
1,Lundi,,,,13600001
2,Mardi,,,,13600001
3,Mercredi,,,,13600001
4,Jeudi,,,,13600001
5,Vendredi,,,,13600001
6,Samedi,,,,13600001
7,Dimanche,,,,13600001
1,Lundi,07.00,19.30,,13600004
2,Mardi,07.00,19.30,,13600004
3,Mercredi,07.00,19.30,,13600004
4,Jeudi,07.00,19.30,,13600004
5,Vendredi,07.00,19.30,,13600004
6,Samedi,08.30,19.00,,13600004
7,Dimanche,,,1,13600004
1,Lundi,,,,13600005
2,Mardi,,,,13600005
3,Mercredi,,,,13600005
4,Jeudi,,,,13600005
5,Vendredi,,,,13600005
6,Samedi,,,,13600005
7,Dimanche,,,,13600005
1,Lundi,06.30,21.00,,13600006
2,Mardi,06.30,21.00,,13600006
3,Mercredi,06.30,21.00,,13600006
4,Jeudi,06.30,21.00,,13600006
5,Vendredi,06.30,21.00,,13600006
6,Samedi,06.30,21.00,,13600006
7,Dimanche,06.30,21.00,,13600006
1,Lundi,,,,13600008
2,Mardi,,,,13600008
3,Mercredi,,,,13600008
4,Jeudi,,,,13600008
5,Vendredi,,,,13600008
6,Samedi,,,,13600008
7,Dimanche,,,,13600008
1,Lundi,,,,13600013
2,Mardi,,,,13600013
3,Mercredi,,,,13600013
4,Jeudi,,,,13600013
5,Vendredi,,,,13600013
6,Samedi,,,,13600013
7,Dimanche,,,,13600013
1,Lundi,01.00,01.00,1,13600014
2,Mardi,01.00,01.00,1,13600014
3,Mercredi,01.00,01.00,1,13600014
4,Jeudi,01.00,01.00,1,13600014
5,Vendredi,01.00,01.00,1,13600014
6,Samedi,01.00,01.00,1,13600014
7,Dimanche,01.00,01.00,1,13600014
1,Lundi,00.00,23.59,,13600022
2,Mardi,00.00,23.59,,13600022
3,Mercredi,00.00,23.59,,13600022
4,Jeudi,00.00,23.59,,13600022
5,Vendredi,00.00,23.59,,13600022
6,Samedi,00.00,23.59,,13600022
7,Dimanche,00.00,23.59,,13600022
1,Lundi,,,,13610001
2,Mardi,,,,13610001
3,Mercredi,,,,13610001
4,Jeudi,,,,13610001
5,Vendredi,,,,13610001
6,Samedi,,,,13610001
7,Dimanche,,,,13610001
1,Lundi,08.00,19.00,,13620002
2,Mardi,08.00,19.00,,13620002
3,Mercredi,08.00,19.00,,13620002
4,Jeudi,08.00,19.00,,13620002
5,Vendredi,08.00,19.00,,13620002
6,Samedi,09.00,18.00,,13620002
7,Dimanche,09.00,13.00,,13620002
1,Lundi,06.30,19.00,,13620004
2,Mardi,06.30,19.00,,13620004
3,Mercredi,06.30,19.00,,13620004
4,Jeudi,06.30,19.00,,13620004
5,Vendredi,06.30,19.00,,13620004
6,Samedi,08.00,19.00,,13620004
7,Dimanche,08.00,12.00,,13620004
1,Lundi,01.00,01.00,1,13630004
2,Mardi,01.00,01.00,1,13630004
3,Mercredi,01.00,01.00,1,13630004
4,Jeudi,01.00,01.00,1,13630004
5,Vendredi,01.00,01.00,1,13630004
6,Samedi,01.00,01.00,1,13630004
7,Dimanche,01.00,01.00,1,13630004
1,Lundi,,,,13640001
2,Mardi,,,,13640001
3,Mercredi,,,,13640001
4,Jeudi,,,,13640001
5,Vendredi,,,,13640001
6,Samedi,,,,13640001
7,Dimanche,,,,13640001
1,Lundi,06.00,19.30,,13650002
2,Mardi,06.00,19.30,,13650002
3,Mercredi,06.00,19.30,,13650002
4,Jeudi,06.00,19.30,,13650002
5,Vendredi,06.00,19.30,,13650002
6,Samedi,08.00,13.00,,13650002
7,Dimanche,,,1,13650002
1,Lundi,01.00,01.00,1,13650003
2,Mardi,01.00,01.00,1,13650003
3,Mercredi,01.00,01.00,1,13650003
4,Jeudi,01.00,01.00,1,13650003
5,Vendredi,01.00,01.00,1,13650003
6,Samedi,01.00,01.00,1,13650003
7,Dimanche,01.00,01.00,1,13650003
1,Lundi,,,,13660005
2,Mardi,,,,13660005
3,Mercredi,,,,13660005
4,Jeudi,,,,13660005
5,Vendredi,,,,13660005
6,Samedi,,,,13660005
7,Dimanche,,,,13660005
1,Lundi,08.00,12.30,,13680004
2,Mardi,08.00,12.30,,13680004
3,Mercredi,08.00,12.30,,13680004
4,Jeudi,08.00,12.30,,13680004
5,Vendredi,08.00,12.30,,13680004
6,Samedi,08.00,12.30,,13680004
7,Dimanche,,,,13680004
1,Lundi,,,,13680007
2,Mardi,,,,13680007
3,Mercredi,,,,13680007
4,Jeudi,,,,13680007
5,Vendredi,,,,13680007
6,Samedi,,,,13680007
7,Dimanche,,,,13680007
1,Lundi,,,,13680008
2,Mardi,,,,13680008
3,Mercredi,,,,13680008
4,Jeudi,,,,13680008
5,Vendredi,,,,13680008
6,Samedi,,,,13680008
7,Dimanche,,,,13680008
1,Lundi,01.00,01.00,1,13680009
2,Mardi,01.00,01.00,1,13680009
3,Mercredi,01.00,01.00,1,13680009
4,Jeudi,01.00,01.00,1,13680009
5,Vendredi,01.00,01.00,1,13680009
6,Samedi,01.00,01.00,1,13680009
7,Dimanche,01.00,01.00,1,13680009
1,Lundi,,,,13700005
2,Mardi,,,,13700005
3,Mercredi,,,,13700005
4,Jeudi,,,,13700005
5,Vendredi,,,,13700005
6,Samedi,,,,13700005
7,Dimanche,,,,13700005
1,Lundi,,,,13700007
2,Mardi,,,,13700007
3,Mercredi,,,,13700007
4,Jeudi,,,,13700007
5,Vendredi,,,,13700007
6,Samedi,,,,13700007
7,Dimanche,,,,13700007
1,Lundi,,,,13700009
2,Mardi,,,,13700009
3,Mercredi,,,,13700009
4,Jeudi,,,,13700009
5,Vendredi,,,,13700009
6,Samedi,,,,13700009
7,Dimanche,,,,13700009
1,Lundi,06.00,19.00,,13700012
2,Mardi,06.00,19.00,,13700012
3,Mercredi,06.00,19.00,,13700012
4,Jeudi,06.00,19.00,,13700012
5,Vendredi,06.00,19.00,,13700012
6,Samedi,06.00,19.00,,13700012
7,Dimanche,,,1,13700012
1,Lundi,06.30,20.00,,13710001
2,Mardi,06.30,20.00,,13710001
3,Mercredi,06.30,20.00,,13710001
4,Jeudi,06.30,20.00,,13710001
5,Vendredi,06.30,20.00,,13710001
6,Samedi,06.30,13.00,,13710001
7,Dimanche,,,1,13710001
1,Lundi,,,,13710002
2,Mardi,,,,13710002
3,Mercredi,,,,13710002
4,Jeudi,,,,13710002
5,Vendredi,,,,13710002
6,Samedi,,,,13710002
7,Dimanche,,,,13710002
1,Lundi,,,,13710003
2,Mardi,,,,13710003
3,Mercredi,,,,13710003
4,Jeudi,,,,13710003
5,Vendredi,,,,13710003
6,Samedi,,,,13710003
7,Dimanche,,,,13710003
1,Lundi,07.00,19.00,,13740001
2,Mardi,07.00,19.00,,13740001
3,Mercredi,07.00,19.00,,13740001
4,Jeudi,07.00,19.00,,13740001
5,Vendredi,07.00,19.00,,13740001
6,Samedi,07.00,19.00,,13740001
7,Dimanche,07.00,19.00,,13740001
1,Lundi,00.00,00.00,,13740002
2,Mardi,00.00,00.00,,13740002
3,Mercredi,00.00,00.00,,13740002
4,Jeudi,00.00,00.00,,13740002
5,Vendredi,00.00,00.00,,13740002
6,Samedi,00.00,00.00,,13740002
7,Dimanche,00.00,00.00,,13740002
1,Lundi,,,,13741001
2,Mardi,,,,13741001
3,Mercredi,,,,13741001
4,Jeudi,,,,13741001
5,Vendredi,,,,13741001
6,Samedi,,,,13741001
7,Dimanche,,,,13741001
1,Lundi,,,,13750003
2,Mardi,,,,13750003
3,Mercredi,,,,13750003
4,Jeudi,,,,13750003
5,Vendredi,,,,13750003
6,Samedi,,,,13750003
7,Dimanche,,,,13750003
1,Lundi,,,,13750004
2,Mardi,,,,13750004
3,Mercredi,,,,13750004
4,Jeudi,,,,13750004
5,Vendredi,,,,13750004
6,Samedi,,,,13750004
7,Dimanche,,,,13750004
1,Lundi,06.30,19.30,,13750005
2,Mardi,06.30,19.30,,13750005
3,Mercredi,06.30,19.30,,13750005
4,Jeudi,06.30,19.30,,13750005
5,Vendredi,06.30,19.30,,13750005
6,Samedi,07.00,13.00,,13750005
7,Dimanche,,,1,13750005
1,Lundi,01.00,01.00,1,13750006
2,Mardi,01.00,01.00,1,13750006
3,Mercredi,01.00,01.00,1,13750006
4,Jeudi,01.00,01.00,1,13750006
5,Vendredi,01.00,01.00,1,13750006
6,Samedi,01.00,01.00,1,13750006
7,Dimanche,01.00,01.00,1,13750006
1,Lundi,01.00,01.00,1,13751001
2,Mardi,01.00,01.00,1,13751001
3,Mercredi,01.00,01.00,1,13751001
4,Jeudi,01.00,01.00,1,13751001
5,Vendredi,01.00,01.00,1,13751001
6,Samedi,01.00,01.00,1,13751001
7,Dimanche,01.00,01.00,1,13751001
1,Lundi,,,,13770002
2,Mardi,,,,13770002
3,Mercredi,,,,13770002
4,Jeudi,,,,13770002
5,Vendredi,,,,13770002
6,Samedi,,,,13770002
7,Dimanche,,,,13770002
1,Lundi,06.30,20.30,,13770003
2,Mardi,06.30,20.30,,13770003
3,Mercredi,06.30,20.30,,13770003
4,Jeudi,06.30,20.30,,13770003
5,Vendredi,06.30,20.30,,13770003
6,Samedi,07.30,20.30,,13770003
7,Dimanche,08.00,20.00,,13770003
1,Lundi,,,,13780006
2,Mardi,,,,13780006
3,Mercredi,,,,13780006
4,Jeudi,,,,13780006
5,Vendredi,,,,13780006
6,Samedi,,,,13780006
7,Dimanche,,,,13780006
1,Lundi,01.00,01.00,1,13790001
2,Mardi,01.00,01.00,1,13790001
3,Mercredi,01.00,01.00,1,13790001
4,Jeudi,01.00,01.00,1,13790001
5,Vendredi,01.00,01.00,1,13790001
6,Samedi,01.00,01.00,1,13790001
7,Dimanche,01.00,01.00,1,13790001
1,Lundi,,,,13790003
2,Mardi,,,,13790003
3,Mercredi,,,,13790003
4,Jeudi,,,,13790003
5,Vendredi,,,,13790003
6,Samedi,,,,13790003
7,Dimanche,,,,13790003
1,Lundi,00.00,23.59,,13790004
2,Mardi,00.00,23.59,,13790004
3,Mercredi,00.00,23.59,,13790004
4,Jeudi,00.00,23.59,,13790004
5,Vendredi,00.00,23.59,,13790004
6,Samedi,00.00,23.59,,13790004
7,Dimanche,00.00,23.59,,13790004
1,Lundi,06.30,20.30,,13800009
2,Mardi,06.30,20.30,,13800009
3,Mercredi,06.30,20.30,,13800009
4,Jeudi,06.30,20.30,,13800009
5,Vendredi,06.30,21.00,,13800009
6,Samedi,07.00,21.00,,13800009
7,Dimanche,07.00,20.30,,13800009
1,Lundi,07.00,19.00,,13800010
2,Mardi,07.00,19.00,,13800010
3,Mercredi,07.00,19.00,,13800010
4,Jeudi,07.00,19.00,,13800010
5,Vendredi,07.00,19.00,,13800010
6,Samedi,07.00,19.00,,13800010
7,Dimanche,,,1,13800010
1,Lundi,00.00,23.00,,13850001
2,Mardi,00.00,23.00,,13850001
3,Mercredi,00.00,23.00,,13850001
4,Jeudi,00.00,23.00,,13850001
5,Vendredi,00.00,23.00,,13850001
6,Samedi,00.00,23.00,,13850001
7,Dimanche,00.00,23.00,,13850001
1,Lundi,01.00,01.00,1,13860001
2,Mardi,01.00,01.00,1,13860001
3,Mercredi,01.00,01.00,1,13860001
4,Jeudi,01.00,01.00,1,13860001
5,Vendredi,01.00,01.00,1,13860001
6,Samedi,01.00,01.00,1,13860001
7,Dimanche,01.00,01.00,1,13860001
1,Lundi,07.30,19.00,,13870002
2,Mardi,07.30,19.00,,13870002
3,Mercredi,07.30,19.00,,13870002
4,Jeudi,07.30,19.00,,13870002
5,Vendredi,07.30,19.00,,13870002
6,Samedi,00.00,00.00,,13870002
7,Dimanche,00.00,00.00,,13870002
1,Lundi,06.30,19.00,,13880001
2,Mardi,06.30,19.00,,13880001
3,Mercredi,06.30,19.00,,13880001
4,Jeudi,06.30,19.00,,13880001
5,Vendredi,06.30,19.00,,13880001
6,Samedi,07.00,19.00,,13880001
7,Dimanche,,,1,13880001
1,Lundi,,,,13890000
2,Mardi,,,,13890000
3,Mercredi,,,,13890000
4,Jeudi,,,,13890000
5,Vendredi,,,,13890000
6,Samedi,,,,13890000
7,Dimanche,,,,13890000
1,Lundi,,,,13920003
2,Mardi,,,,13920003
3,Mercredi,,,,13920003
4,Jeudi,,,,13920003
5,Vendredi,,,,13920003
6,Samedi,,,,13920003
7,Dimanche,,,,13920003
1,Lundi,,,,13920004
2,Mardi,,,,13920004
3,Mercredi,,,,13920004
4,Jeudi,,,,13920004
5,Vendredi,,,,13920004
6,Samedi,,,,13920004
7,Dimanche,,,,13920004
1,Lundi,,,,13920005
2,Mardi,,,,13920005
3,Mercredi,,,,13920005
4,Jeudi,,,,13920005
5,Vendredi,,,,13920005
6,Samedi,,,,13920005
7,Dimanche,,,,13920005
1,Lundi,07.00,19.00,,13920006
2,Mardi,07.00,19.00,,13920006
3,Mercredi,07.00,19.00,,13920006
4,Jeudi,07.00,19.00,,13920006
5,Vendredi,07.00,19.00,,13920006
6,Samedi,07.00,19.00,,13920006
7,Dimanche,07.00,19.00,,13920006
1,Lundi,07.00,19.00,,13920007
2,Mardi,07.00,19.00,,13920007
3,Mercredi,07.00,19.00,,13920007
