service,station_id
Boutique non alimentaire,13016007
"Vente de gaz domestique (Butane, Propane)",13016007
Vente de fioul domestique,13016008
Carburant additivé,13016008
Piste poids lourds,13016008
Lavage automatique,13016008
"Vente de gaz domestique (Butane, Propane)",13016008
Vente d'additifs carburants,13016008
Automate CB 24/24,13016008
DAB (Distributeur automatique de billets),13016008
Boutique alimentaire,13090001
Boutique non alimentaire,13090001
Restauration à emporter,13090001
Station de gonflage,13090001
Carburant additivé,13090001
Piste poids lourds,13090001
Lavage automatique,13090001
"Vente de gaz domestique (Butane, Propane)",13090001
DAB (Distributeur automatique de billets),13090001
Toilettes publiques,13090006
Boutique alimentaire,13090006
Boutique non alimentaire,13090006
Station de gonflage,13090006
Carburant additivé,13090006
Lavage automatique,13090006
"Vente de gaz domestique (Butane, Propane)",13090006
Boutique alimentaire,13090014
Boutique non alimentaire,13090014
Restauration à emporter,13090014
Station de gonflage,13090014
Carburant additivé,13090014
Lavage automatique,13090014
Lavage manuel,13090014
"Vente de gaz domestique (Butane, Propane)",13090014
DAB (Distributeur automatique de billets),13090014
Boutique alimentaire,13090016
Boutique non alimentaire,13090016
Restauration à emporter,13090016
Restauration sur place,13090016
Bar,13090016
Station de gonflage,13090016
Carburant additivé,13090016
Piste poids lourds,13090016
Lavage automatique,13090016
"Vente de gaz domestique (Butane, Propane)",13090016
Boutique alimentaire,13090017
Boutique non alimentaire,13090017
Restauration à emporter,13090017
Station de gonflage,13090017
Carburant additivé,13090017
Lavage automatique,13090017
"Vente de gaz domestique (Butane, Propane)",13090017
Automate CB 24/24,13090017
Boutique alimentaire,13090018
Boutique non alimentaire,13090018
Restauration à emporter,13090018
Station de gonflage,13090018
Lavage automatique,13090018
Lavage manuel,13090018
"Vente de gaz domestique (Butane, Propane)",13090018
Wifi,13090018
Automate CB 24/24,13090018
Toilettes publiques,13090019
Boutique alimentaire,13090019
Station de gonflage,13090019
Carburant additivé,13090019
Piste poids lourds,13090019
Lavage automatique,13090019
"Vente de gaz domestique (Butane, Propane)",13090019
Automate CB 24/24,13090019
Toilettes publiques,13090020
Boutique alimentaire,13090020
Carburant additivé,13090020
"Vente de gaz domestique (Butane, Propane)",13090020
Automate CB 24/24,13090020
Station de gonflage,13097001
Carburant additivé,13097001
Lavage automatique,13097001
Lavage manuel,13097001
"Vente de gaz domestique (Butane, Propane)",13097001
DAB (Distributeur automatique de billets),13097001
Boutique alimentaire,13100001
Boutique non alimentaire,13100001
Station de gonflage,13100001
Carburant additivé,13100001
Lavage automatique,13100001
"Vente de gaz domestique (Butane, Propane)",13100001
Toilettes publiques,13100002
Boutique alimentaire,13100002
Boutique non alimentaire,13100002
Station de gonflage,13100002
Carburant additivé,13100002
Lavage automatique,13100002
"Vente de gaz domestique (Butane, Propane)",13100002
DAB (Distributeur automatique de billets),13100002
Toilettes publiques,13100004
Douches,13100004
Boutique alimentaire,13100004
Boutique non alimentaire,13100004
Restauration à emporter,13100004
Restauration sur place,13100004
Vente de fioul domestique,13100004
Station de gonflage,13100004
Carburant additivé,13100004
Piste poids lourds,13100004
Lavage automatique,13100004
Lavage manuel,13100004
Espace bébé,13100004
"Vente de gaz domestique (Butane, Propane)",13100004
DAB (Distributeur automatique de billets),13100004
"Vente de gaz domestique (Butane, Propane)",13100008
Automate CB 24/24,13100008
DAB (Distributeur automatique de billets),13100008
Boutique alimentaire,13100009
Boutique non alimentaire,13100009
Station de gonflage,13100009
Carburant additivé,13100009
Lavage automatique,13100009
Services réparation / entretien,13100009
"Vente de gaz domestique (Butane, Propane)",13100009
DAB (Distributeur automatique de billets),13100009
Toilettes publiques,13100010
Boutique alimentaire,13100010
Boutique non alimentaire,13100010
Station de gonflage,13100010
Carburant additivé,13100010
Lavage automatique,13100010
"Vente de gaz domestique (Butane, Propane)",13100010
Toilettes publiques,13100012
Boutique alimentaire,13100012
Boutique non alimentaire,13100012
Station de gonflage,13100012
Carburant additivé,13100012
Lavage automatique,13100012
"Vente de gaz domestique (Butane, Propane)",13100012
Toilettes publiques,13100013
Douches,13100013
Boutique alimentaire,13100013
Boutique non alimentaire,13100013
Restauration à emporter,13100013
Restauration sur place,13100013
Bar,13100013
Vente de fioul domestique,13100013
Station de gonflage,13100013
Carburant additivé,13100013
Piste poids lourds,13100013
Lavage automatique,13100013
Lavage manuel,13100013
Espace bébé,13100013
"Vente de gaz domestique (Butane, Propane)",13100013
Vente d'additifs carburants,13100013
Wifi,13100013
Automate CB 24/24,13100013
Boutique alimentaire,13100014
Boutique non alimentaire,13100014
Station de gonflage,13100014
Lavage automatique,13100014
Toilettes publiques,13100015
Relais colis,13100015
Boutique alimentaire,13100015
Station de gonflage,13100015
Carburant additivé,13100015
Lavage automatique,13100015
"Vente de gaz domestique (Butane, Propane)",13100015
Boutique alimentaire,13100016
Boutique non alimentaire,13100016
Restauration à emporter,13100016
Station de gonflage,13100016
Carburant additivé,13100016
Lavage automatique,13100016
Lavage manuel,13100016
"Vente de gaz domestique (Butane, Propane)",13100016
Wifi,13100016
Automate CB 24/24,13100016
DAB (Distributeur automatique de billets),13100016
Boutique alimentaire,13100017
Boutique non alimentaire,13100017
Station de gonflage,13100017
Carburant additivé,13100017
Lavage automatique,13100017
Services réparation / entretien,13100017
"Vente de gaz domestique (Butane, Propane)",13100017
Toilettes publiques,13100018
Boutique alimentaire,13100018
Boutique non alimentaire,13100018
Station de gonflage,13100018
Carburant additivé,13100018
Lavage automatique,13100018
"Vente de gaz domestique (Butane, Propane)",13100018
Vente de fioul domestique,13105001
Station de gonflage,13105001
"Vente de gaz domestique (Butane, Propane)",13105001
DAB (Distributeur automatique de billets),13105001
Boutique alimentaire,13110001
Boutique non alimentaire,13110001
Station de gonflage,13110001
Carburant additivé,13110001
Piste poids lourds,13110001
Lavage automatique,13110001
Lavage manuel,13110001
"Vente de gaz domestique (Butane, Propane)",13110001
Toilettes publiques,13110003
Boutique alimentaire,13110003
Boutique non alimentaire,13110003
Restauration à emporter,13110003
Restauration sur place,13110003
Lavage automatique,13110003
Lavage manuel,13110003
"Vente de gaz domestique (Butane, Propane)",13110003
Wifi,13110003
Automate CB 24/24,13110003
DAB (Distributeur automatique de billets),13110003
Boutique non alimentaire,13110004
Station de gonflage,13110004
Lavage automatique,13110004
Lavage manuel,13110004
"Vente de gaz domestique (Butane, Propane)",13110004
Vente d'additifs carburants,13110004
Automate CB 24/24,13110004
Toilettes publiques,13110005
Boutique alimentaire,13110005
Boutique non alimentaire,13110005
Carburant additivé,13110005
Piste poids lourds,13110005
Lavage automatique,13110005
Lavage manuel,13110005
"Vente de gaz domestique (Butane, Propane)",13110005
Relais colis,13110006
Boutique alimentaire,13110006
Boutique non alimentaire,13110006
Restauration à emporter,13110006
Station de gonflage,13110006
Carburant additivé,13110006
Lavage automatique,13110006
Lavage manuel,13110006
"Vente de gaz domestique (Butane, Propane)",13110006
Vente d'additifs carburants,13110006
Wifi,13110006
Automate CB 24/24,13110006
Station de gonflage,13112002
Lavage automatique,13112002
"Vente de gaz domestique (Butane, Propane)",13112002
Automate CB 24/24,13112002
DAB (Distributeur automatique de billets),13112002
Station de gonflage,13112003
"Vente de gaz domestique (Butane, Propane)",13112003
Automate CB 24/24,13112003
Relais colis,13112005
Boutique alimentaire,13112005
Boutique non alimentaire,13112005
Carburant additivé,13112005
Piste poids lourds,13112005
Lavage automatique,13112005
"Vente de gaz domestique (Butane, Propane)",13112005
Automate CB 24/24,13112005
Toilettes publiques,13115001
Boutique alimentaire,13115001
Boutique non alimentaire,13115001
Station de gonflage,13115001
Carburant additivé,13115001
Piste poids lourds,13115001
Lavage manuel,13115001
Services réparation / entretien,13115001
"Vente de gaz domestique (Butane, Propane)",13115001
Vente d'additifs carburants,13115001
Automate CB 24/24,13115001
DAB (Distributeur automatique de billets),13115001
Relais colis,13120001
Location de véhicule,13120001
"Vente de gaz domestique (Butane, Propane)",13120001
Automate CB 24/24,13120001
DAB (Distributeur automatique de billets),13120001
Boutique alimentaire,13120002
Boutique non alimentaire,13120002
Station de gonflage,13120002
Carburant additivé,13120002
Piste poids lourds,13120002
Lavage automatique,13120002
Services réparation / entretien,13120002
"Vente de gaz domestique (Butane, Propane)",13120002
Automate CB 24/24,13120002
DAB (Distributeur automatique de billets),13120002
Vente de fioul domestique,13120003
Station de gonflage,13120003
"Vente de gaz domestique (Butane, Propane)",13120003
Bornes électriques,13120003
Automate CB 24/24,13120003
DAB (Distributeur automatique de billets),13120003
Relais colis,13120004
Vente de fioul domestique,13120004
Station de gonflage,13120004
Piste poids lourds,13120004
"Vente de gaz domestique (Butane, Propane)",13120004
Boutique alimentaire,13120005
Vente de fioul domestique,13120005
Station de gonflage,13120005
Piste poids lourds,13120005
"Vente de gaz domestique (Butane, Propane)",13120005
DAB (Distributeur automatique de billets),13120006
Boutique alimentaire,13120008
Boutique non alimentaire,13120008
Station de gonflage,13120008
Carburant additivé,13120008
Piste poids lourds,13120008
Lavage automatique,13120008
Lavage manuel,13120008
"Vente de gaz domestique (Butane, Propane)",13120008
Vente d'additifs carburants,13120008
Automate CB 24/24,13120008
Boutique alimentaire,13120009
Boutique non alimentaire,13120009
Restauration à emporter,13120009
Station de gonflage,13120009
"Vente de gaz domestique (Butane, Propane)",13120009
Automate CB 24/24,13120009
Boutique alimentaire,13122001
Boutique non alimentaire,13122001
Vente de fioul domestique,13122001
Station de gonflage,13122001
Carburant additivé,13122001
Piste poids lourds,13122001
Lavage automatique,13122001
Lavage manuel,13122001
Services réparation / entretien,13122001
DAB (Distributeur automatique de billets),13122001
Vente de fioul domestique,13122002
Station de gonflage,13122002
"Vente de gaz domestique (Butane, Propane)",13122002
Toilettes publiques,13124001
Douches,13124001
Boutique alimentaire,13124001
Boutique non alimentaire,13124001
Station de gonflage,13124001
Piste poids lourds,13124001
Espace bébé,13124001
Wifi,13124001
Toilettes publiques,13124002
Douches,13124002
Boutique alimentaire,13124002
Boutique non alimentaire,13124002
Station de gonflage,13124002
Carburant additivé,13124002
Espace bébé,13124002
Vente d'additifs carburants,13124002
Wifi,13124002
Toilettes publiques,13124003
Douches,13124003
Boutique alimentaire,13124003
Boutique non alimentaire,13124003
Station de gonflage,13124003
Carburant additivé,13124003
Piste poids lourds,13124003
Espace bébé,13124003
Vente d'additifs carburants,13124003
Wifi,13124003
Automate CB 24/24,13124003
Toilettes publiques,13124004
Douches,13124004
Boutique alimentaire,13124004
Boutique non alimentaire,13124004
Station de gonflage,13124004
Carburant additivé,13124004
Piste poids lourds,13124004
Espace bébé,13124004
Vente d'additifs carburants,13124004
Wifi,13124004
Automate CB 24/24,13124004
Toilettes publiques,13127002
Boutique alimentaire,13127002
Boutique non alimentaire,13127002
Station de gonflage,13127002
Carburant additivé,13127002
Lavage automatique,13127002
Services réparation / entretien,13127002
"Vente de gaz domestique (Butane, Propane)",13127002
Boutique alimentaire,13127004
Boutique non alimentaire,13127004
Vente de fioul domestique,13127004
Station de gonflage,13127004
Carburant additivé,13127004
Lavage automatique,13127004
Lavage manuel,13127004
DAB (Distributeur automatique de billets),13127004
Toilettes publiques,13127005
Boutique alimentaire,13127005
Boutique non alimentaire,13127005
Bar,13127005
Station de gonflage,13127005
Carburant additivé,13127005
Espace bébé,13127005
Toilettes publiques,13127006
Boutique alimentaire,13127006
Boutique non alimentaire,13127006
Restauration sur place,13127006
Station de gonflage,13127006
Carburant additivé,13127006
Piste poids lourds,13127006
Lavage automatique,13127006
Lavage manuel,13127006
"Vente de gaz domestique (Butane, Propane)",13127006
DAB (Distributeur automatique de billets),13127006
Toilettes publiques,13127007
Boutique alimentaire,13127007
Boutique non alimentaire,13127007
Station de gonflage,13127007
Carburant additivé,13127007
Lavage automatique,13127007
Services réparation / entretien,13127007
"Vente de gaz domestique (Butane, Propane)",13127007
Boutique alimentaire,13127009
Boutique non alimentaire,13127009
Restauration à emporter,13127009
Restauration sur place,13127009
Vente de fioul domestique,13127009
Station de gonflage,13127009
Carburant additivé,13127009
Piste poids lourds,13127009
Lavage automatique,13127009
Lavage manuel,13127009
"Vente de gaz domestique (Butane, Propane)",13127009
DAB (Distributeur automatique de billets),13127009
Station de gonflage,13127012
Carburant additivé,13127012
Piste poids lourds,13127012
Lavage automatique,13127012
Automate CB 24/24,13127012
Laverie,13127013
Station de gonflage,13127013
Lavage automatique,13127013
Lavage manuel,13127013
Automate CB 24/24,13127013
Laverie,13130002
"Vente de gaz domestique (Butane, Propane)",13130002
DAB (Distributeur automatique de billets),13130002
Carburant additivé,13130003
Carburant additivé,13130004
Laverie,13130005
Vente de fioul domestique,13130005
Station de gonflage,13130005
Piste poids lourds,13130005
Lavage automatique,13130005
Lavage manuel,13130005
"Vente de gaz domestique (Butane, Propane)",13130005
Automate CB 24/24,13130005
DAB (Distributeur automatique de billets),13130005
Douches,13130006
Restauration sur place,13130006
Bar,13130006
Carburant additivé,13130006
Piste poids lourds,13130006
Automate CB 24/24,13130006
DAB (Distributeur automatique de billets),13130006
Location de véhicule,13140001
"Vente de gaz domestique (Butane, Propane)",13140001
DAB (Distributeur automatique de billets),13140001
Toilettes publiques,13140002
Boutique alimentaire,13140002
Station de gonflage,13140002
Carburant additivé,13140002
Piste poids lourds,13140002
Lavage manuel,13140002
Services réparation / entretien,13140002
"Vente de gaz domestique (Butane, Propane)",13140002
Laverie,13140005
Vente de pétrole lampant,13140005
Station de gonflage,13140005
Location de véhicule,13140005
Lavage automatique,13140005
Lavage manuel,13140005
"Vente de gaz domestique (Butane, Propane)",13140005
Automate CB 24/24,13140005
DAB (Distributeur automatique de billets),13140005
Toilettes publiques,13140008
Boutique alimentaire,13140008
Station de gonflage,13140008
Carburant additivé,13140008
Lavage automatique,13140008
"Vente de gaz domestique (Butane, Propane)",13140008
DAB (Distributeur automatique de billets),13140008
Boutique alimentaire,13140009
Boutique non alimentaire,13140009
Restauration à emporter,13140009
Station de gonflage,13140009
Carburant additivé,13140009
Piste poids lourds,13140009
Lavage automatique,13140009
"Vente de gaz domestique (Butane, Propane)",13140009
DAB (Distributeur automatique de billets),13140009
Laverie,13140010
Boutique alimentaire,13140010
Restauration à emporter,13140010
Station de gonflage,13140010
Carburant additivé,13140010
Piste poids lourds,13140010
Lavage automatique,13140010
"Vente de gaz domestique (Butane, Propane)",13140010
Wifi,13140010
"Vente de gaz domestique (Butane, Propane)",13150001
Bornes électriques,13150001
Automate CB 24/24,13150001
DAB (Distributeur automatique de billets),13150001
Piste poids lourds,13150003
Lavage automatique,13150003
"Vente de gaz domestique (Butane, Propane)",13150003
Automate CB 24/24,13150003
DAB (Distributeur automatique de billets),13150003
Toilettes publiques,13150005
Boutique alimentaire,13150005
Vente de fioul domestique,13150005
Station de gonflage,13150005
Lavage automatique,13150005
Boutique alimentaire,13160001
Boutique non alimentaire,13160001
Restauration à emporter,13160001
Vente de fioul domestique,13160001
Station de gonflage,13160001
Carburant additivé,13160001
Piste poids lourds,13160001
Lavage automatique,13160001
Lavage manuel,13160001
"Vente de gaz domestique (Butane, Propane)",13160001
Laverie,13160002
Station de gonflage,13160002
Piste poids lourds,13160002
Lavage automatique,13160002
"Vente de gaz domestique (Butane, Propane)",13160002
Bornes électriques,13160002
Automate CB 24/24,13160002
DAB (Distributeur automatique de billets),13160002
Station de gonflage,13160004
"Vente de gaz domestique (Butane, Propane)",13160004
DAB (Distributeur automatique de billets),13160004
Location de véhicule,13160005
"Vente de gaz domestique (Butane, Propane)",13160005
DAB (Distributeur automatique de billets),13160005
Toilettes publiques,13170003
Boutique alimentaire,13170003
Restauration à emporter,13170003
Station de gonflage,13170003
Carburant additivé,13170003
Piste poids lourds,13170003
Lavage automatique,13170003
Services réparation / entretien,13170003
"Vente de gaz domestique (Butane, Propane)",13170003
Carburant additivé,13170007
Piste poids lourds,13170007
Lavage automatique,13170007
"Vente de gaz domestique (Butane, Propane)",13170007
Toilettes publiques,13170008
Boutique non alimentaire,13170008
Vente de fioul domestique,13170008
Station de gonflage,13170008
Piste poids lourds,13170008
Services réparation / entretien,13170008
"Vente de gaz domestique (Butane, Propane)",13170008
Vente d'additifs carburants,13170008
Boutique alimentaire,13170009
Boutique non alimentaire,13170009
Restauration à emporter,13170009
Station de gonflage,13170009
Carburant additivé,13170009
Piste poids lourds,13170009
Lavage automatique,13170009
"Vente de gaz domestique (Butane, Propane)",13170009
DAB (Distributeur automatique de billets),13170009
Boutique non alimentaire,13170010
Station de gonflage,13170010
Piste poids lourds,13170010
Boutique alimentaire,13170011
Boutique non alimentaire,13170011
Station de gonflage,13170011
Carburant additivé,13170011
Piste poids lourds,13170011
Lavage automatique,13170011
"Vente de gaz domestique (Butane, Propane)",13170011
Wifi,13170011
Automate CB 24/24,13170011
DAB (Distributeur automatique de billets),13170011
Toilettes publiques,13170012
Boutique alimentaire,13170012
Station de gonflage,13170012
Carburant additivé,13170012
Piste poids lourds,13170012
Services réparation / entretien,13170012
"Vente de gaz domestique (Butane, Propane)",13170012
Toilettes publiques,13180001
Douches,13180001
Boutique alimentaire,13180001
Bar,13180001
Station de gonflage,13180001
Carburant additivé,13180001
Espace bébé,13180001
Boutique non alimentaire,13190001
Vente de fioul domestique,13190001
Station de gonflage,13190001
Carburant additivé,13190001
Piste poids lourds,13190001
Lavage manuel,13190001
Services réparation / entretien,13190001
"Vente de gaz domestique (Butane, Propane)",13190001
Toilettes publiques,13200001
Douches,13200001
Boutique alimentaire,13200001
Boutique non alimentaire,13200001
Station de gonflage,13200001
Carburant additivé,13200001
Piste poids lourds,13200001
Espace bébé,13200001
DAB (Distributeur automatique de billets),13200001
Toilettes publiques,13200002
Boutique alimentaire,13200002
Boutique non alimentaire,13200002
Station de gonflage,13200002
Carburant additivé,13200002
Piste poids lourds,13200002
Lavage automatique,13200002
"Vente de gaz domestique (Butane, Propane)",13200002
DAB (Distributeur automatique de billets),13200002
Toilettes publiques,13200004
Relais colis,13200004
Boutique alimentaire,13200004
Boutique non alimentaire,13200004
Station de gonflage,13200004
Carburant additivé,13200004
Piste poids lourds,13200004
Lavage automatique,13200004
"Vente de gaz domestique (Butane, Propane)",13200004
Vente d'additifs carburants,13200004
Automate CB 24/24,13200004
Boutique alimentaire,13200006
Boutique non alimentaire,13200006
Piste poids lourds,13200006
"Vente de gaz domestique (Butane, Propane)",13200006
Automate CB 24/24,13200006
DAB (Distributeur automatique de billets),13200006
Toilettes publiques,13200008
Boutique alimentaire,13200008
Boutique non alimentaire,13200008
Station de gonflage,13200008
Carburant additivé,13200008
Lavage automatique,13200008
Services réparation / entretien,13200008
"Vente de gaz domestique (Butane, Propane)",13200008
"Vente de gaz domestique (Butane, Propane)",13200009
DAB (Distributeur automatique de billets),13200009
Boutique alimentaire,13200010
Boutique non alimentaire,13200010
Station de gonflage,13200010
Carburant additivé,13200010
Lavage automatique,13200010
"Vente de gaz domestique (Butane, Propane)",13200010
DAB (Distributeur automatique de billets),13200010
Boutique alimentaire,13200013
Boutique non alimentaire,13200013
Station de gonflage,13200013
Piste poids lourds,13200013
"Vente de gaz domestique (Butane, Propane)",13200013
Vente d'additifs carburants,13200013
Automate CB 24/24,13200013
Toilettes publiques,13200014
Douches,13200014
Boutique alimentaire,13200014
Boutique non alimentaire,13200014
Station de gonflage,13200014
Carburant additivé,13200014
Piste poids lourds,13200014
Espace bébé,13200014
DAB (Distributeur automatique de billets),13200014
Toilettes publiques,13200015
Boutique alimentaire,13200015
Boutique non alimentaire,13200015
Restauration à emporter,13200015
Station de gonflage,13200015
Carburant additivé,13200015
Piste poids lourds,13200015
Lavage automatique,13200015
"Vente de gaz domestique (Butane, Propane)",13200015
Vente d'additifs carburants,13200015
Wifi,13200015
Boutique alimentaire,13200016
Boutique non alimentaire,13200016
Station de gonflage,13200016
Lavage automatique,13200016
"Vente de gaz domestique (Butane, Propane)",13200016
Wifi,13200016
Automate CB 24/24,13200016
DAB (Distributeur automatique de billets),13200016
Station de gonflage,13200019
Carburant additivé,13200019
Piste poids lourds,13200019
Lavage automatique,13200019
Automate CB 24/24,13200019
Relais colis,13200020
Boutique alimentaire,13200020
Boutique non alimentaire,13200020
Restauration à emporter,13200020
Station de gonflage,13200020
Carburant additivé,13200020
Piste poids lourds,13200020
Lavage automatique,13200020
Lavage manuel,13200020
"Vente de gaz domestique (Butane, Propane)",13200020
Vente d'additifs carburants,13200020
Wifi,13200020
Automate CB 24/24,13200020
Boutique alimentaire,13210001
Boutique non alimentaire,13210001
Vente de fioul domestique,13210001
Station de gonflage,13210001
Carburant additivé,13210001
Piste poids lourds,13210001
Lavage automatique,13210001
Lavage manuel,13210001
Services réparation / entretien,13210001
DAB (Distributeur automatique de billets),13210001
Station de gonflage,13210002
Location de véhicule,13210002
Piste poids lourds,13210002
Lavage automatique,13210002
Lavage manuel,13210002
"Vente de gaz domestique (Butane, Propane)",13210002
DAB (Distributeur automatique de billets),13210002
Toilettes publiques,13220003
Laverie,13220003
Relais colis,13220003
Boutique alimentaire,13220003
Boutique non alimentaire,13220003
Restauration à emporter,13220003
Restauration sur place,13220003
Bar,13220003
Vente de pétrole lampant,13220003
Carburant additivé,13220003
Aire de camping-cars,13220003
Location de véhicule,13220003
Piste poids lourds,13220003
Services réparation / entretien,13220003
"Vente de gaz domestique (Butane, Propane)",13220003
Wifi,13220003
DAB (Distributeur automatique de billets),13220003
Relais colis,13220004
Boutique alimentaire,13220004
Boutique non alimentaire,13220004
Restauration à emporter,13220004
Location de véhicule,13220004
Automate CB 24/24,13220004
DAB (Distributeur automatique de billets),13220004
Vente de pétrole lampant,13230001
Lavage automatique,13230001
"Vente de gaz domestique (Butane, Propane)",13230001
DAB (Distributeur automatique de billets),13230001
Laverie,13230002
Boutique alimentaire,13230002
Boutique non alimentaire,13230002
Station de gonflage,13230002
Piste poids lourds,13230002
Lavage automatique,13230002
"Vente de gaz domestique (Butane, Propane)",13230002
DAB (Distributeur automatique de billets),13230002
Boutique non alimentaire,13230003
Station de gonflage,13230003
Services réparation / entretien,13230003
"Vente de gaz domestique (Butane, Propane)",13230003
Relais colis,13240002
Boutique alimentaire,13240002
Station de gonflage,13240002
Piste poids lourds,13240002
Lavage automatique,13240002
Lavage manuel,13240002
Services réparation / entretien,13240002
"Vente de gaz domestique (Butane, Propane)",13240002
Vente d'additifs carburants,13240002
Boutique alimentaire,13260001
Restauration à emporter,13260001
Station de gonflage,13260001
Carburant additivé,13260001
Lavage automatique,13260001
"Vente de gaz domestique (Butane, Propane)",13260001
DAB (Distributeur automatique de billets),13260001
Boutique alimentaire,13260002
Boutique non alimentaire,13260002
Restauration à emporter,13260002
Station de gonflage,13260002
Carburant additivé,13260002
Lavage automatique,13260002
"Vente de gaz domestique (Butane, Propane)",13260002
Wifi,13260002
Boutique alimentaire,13270001
Boutique non alimentaire,13270001
Station de gonflage,13270001
Carburant additivé,13270001
Piste poids lourds,13270001
Lavage manuel,13270001
DAB (Distributeur automatique de billets),13270001
Boutique alimentaire,13270002
Boutique non alimentaire,13270002
Station de gonflage,13270002
Carburant additivé,13270002
Piste poids lourds,13270002
DAB (Distributeur automatique de billets),13270002
Vente de fioul domestique,13270005
Lavage manuel,13270005
"Vente de gaz domestique (Butane, Propane)",13270005
DAB (Distributeur automatique de billets),13270005
Toilettes publiques,13270007
Boutique alimentaire,13270007
Boutique non alimentaire,13270007
Station de gonflage,13270007
Piste poids lourds,13270007
Boutique non alimentaire,13270008
Vente de fioul domestique,13270008
Station de gonflage,13270008
Lavage automatique,13270008
"Vente de gaz domestique (Butane, Propane)",13270008
Toilettes publiques,13270009
Boutique alimentaire,13270009
Boutique non alimentaire,13270009
Restauration à emporter,13270009
Restauration sur place,13270009
Station de gonflage,13270009
Carburant additivé,13270009
Piste poids lourds,13270009
"Vente de gaz domestique (Butane, Propane)",13270009
DAB (Distributeur automatique de billets),13270009
Boutique alimentaire,13270011
Boutique alimentaire,13270012
Boutique non alimentaire,13270012
Station de gonflage,13270012
Carburant additivé,13270012
Piste poids lourds,13270012
DAB (Distributeur automatique de billets),13270012
Toilettes publiques,13270013
Boutique alimentaire,13270013
Boutique non alimentaire,13270013
Restauration à emporter,13270013
Restauration sur place,13270013
Station de gonflage,13270013
Carburant additivé,13270013
Piste poids lourds,13270013
"Vente de gaz domestique (Butane, Propane)",13270013
Vente d'additifs carburants,13270013
Wifi,13270013
Boutique alimentaire,13270014
Boutique non alimentaire,13270014
Station de gonflage,13270014
Carburant additivé,13270014
Vente d'additifs carburants,13270014
Automate CB 24/24,13270014
Toilettes publiques,13300001
Boutique alimentaire,13300001
Boutique non alimentaire,13300001
Restauration à emporter,13300001
Station de gonflage,13300001
Carburant additivé,13300001
Piste poids lourds,13300001
Lavage automatique,13300001
Vente d'additifs carburants,13300001
Boutique alimentaire,13300002
Boutique non alimentaire,13300002
Station de gonflage,13300002
Carburant additivé,13300002
Piste poids lourds,13300002
Lavage automatique,13300002
Services réparation / entretien,13300002
DAB (Distributeur automatique de billets),13300002
Douches,13300004
Boutique alimentaire,13300004
Boutique non alimentaire,13300004
Restauration à emporter,13300004
Restauration sur place,13300004
Bar,13300004
Station de gonflage,13300004
Carburant additivé,13300004
Piste poids lourds,13300004
Lavage automatique,13300004
Espace bébé,13300004
"Vente de gaz domestique (Butane, Propane)",13300004
DAB (Distributeur automatique de billets),13300004
Laverie,13300005
Boutique alimentaire,13300005
Boutique non alimentaire,13300005
Vente de pétrole lampant,13300005
Station de gonflage,13300005
Piste poids lourds,13300005
Lavage automatique,13300005
Lavage manuel,13300005
"Vente de gaz domestique (Butane, Propane)",13300005
Vente d'additifs carburants,13300005
Automate CB 24/24,13300005
DAB (Distributeur automatique de billets),13300005
Toilettes publiques,13300006
Boutique alimentaire,13300006
Boutique non alimentaire,13300006
Vente de fioul domestique,13300006
Station de gonflage,13300006
Carburant additivé,13300006
Piste poids lourds,13300006
Lavage automatique,13300006
Lavage manuel,13300006
Services réparation / entretien,13300006
"Vente de gaz domestique (Butane, Propane)",13300006
DAB (Distributeur automatique de billets),13300006
"Vente de gaz domestique (Butane, Propane)",13300007
DAB (Distributeur automatique de billets),13300007
Vente de fioul domestique,13300008
Lavage manuel,13300008
"Vente de gaz domestique (Butane, Propane)",13300008
DAB (Distributeur automatique de billets),13300008
Restauration à emporter,13300009
Restauration sur place,13300009
Vente de fioul domestique,13300009
Piste poids lourds,13300009
DAB (Distributeur automatique de billets),13300009
Toilettes publiques,13300010
Douches,13300010
Boutique alimentaire,13300010
Boutique non alimentaire,13300010
Restauration à emporter,13300010
Restauration sur place,13300010
Bar,13300010
Station de gonflage,13300010
Carburant additivé,13300010
Piste poids lourds,13300010
Lavage automatique,13300010
Lavage manuel,13300010
"Vente de gaz domestique (Butane, Propane)",13300010
DAB (Distributeur automatique de billets),13300010
"Vente de gaz domestique (Butane, Propane)",13300011
Automate CB 24/24,13300011
DAB (Distributeur automatique de billets),13300011
Laverie,13310001
Boutique alimentaire,13310001
Boutique non alimentaire,13310001
Aire de camping-cars,13310001
Location de véhicule,13310001
Piste poids lourds,13310001
"Vente de gaz domestique (Butane, Propane)",13310001
Automate CB 24/24,13310001
DAB (Distributeur automatique de billets),13310001
Laverie,13310002
Vente de pétrole lampant,13310002
Station de gonflage,13310002
Location de véhicule,13310002
Piste poids lourds,13310002
Lavage automatique,13310002
"Vente de gaz domestique (Butane, Propane)",13310002
Vente d'additifs carburants,13310002
Automate CB 24/24,13310002
DAB (Distributeur automatique de billets),13310002
Toilettes publiques,13320001
Boutique alimentaire,13320001
Boutique non alimentaire,13320001
Station de gonflage,13320001
Carburant additivé,13320001
Piste poids lourds,13320001
Boutique alimentaire,13320003
Boutique non alimentaire,13320003
Vente de fioul domestique,13320003
Station de gonflage,13320003
Carburant additivé,13320003
Piste poids lourds,13320003
Lavage automatique,13320003
Lavage manuel,13320003
Services réparation / entretien,13320003
